Referencia;Modelo;PVP
A3175002N;BLACK FOSTER 10 4000K N;163,84
A3176000N;BLACK FOSTER 15 2700K N;224,07
A3176001N;BLACK FOSTER 15 3000K N;224,07
A3176002N;BLACK FOSTER 15 4000K N;224,07
A3600110NT;BLACK FOSTER SIX S 17º 2700K NT;125,79
A3600110WT;BLACK FOSTER SIX S 17º 2700K WT;125,79
A3600111NT;BLACK FOSTER SIX S 17º 3000K NT;125,79
A3600111WT;BLACK FOSTER SIX S 17º 3000K WT;125,79
A3600112NT;BLACK FOSTER SIX S 17º 4000K NT;125,79
A3600112WT;BLACK FOSTER SIX S 17º 4000K WT;125,79
A3600120NT;BLACK FOSTER SIX S 24º 2700K NT;125,79
A3600120WT;BLACK FOSTER SIX S 24º 2700K WT;125,79
A3600121NT;BLACK FOSTER SIX S 24º 3000K NT;125,79
A3600121WT;BLACK FOSTER SIX S 24º 3000K WT;125,79
A3600122NT;BLACK FOSTER SIX S 24º 4000K NT;125,79
A3600122WT;BLACK FOSTER SIX S 24º 4000K WT;125,79
A3600130NT;BLACK FOSTER SIX S 34º 2700K NT;125,79
A3600130WT;BLACK FOSTER SIX S 34º 2700K WT;125,79
A3600131NT;BLACK FOSTER SIX S 34º 3000K NT;125,79
A3600131WT;BLACK FOSTER SIX S 34º 3000K WT;125,79
A3600132NT;BLACK FOSTER SIX S 34º 4000K NT;125,79
A3600132WT;BLACK FOSTER SIX S 34º 4000K WT;125,79
A3600210NT;BLACK FOSTER SIX S DIM DALI 17º 2700K NT;169,84
A3600210WT;BLACK FOSTER SIX S DIM DALI 17º 2700K WT;169,84
A3600211NT;BLACK FOSTER SIX S DIM DALI 17º 3000K NT;169,84
A3600211WT;BLACK FOSTER SIX S DIM DALI 17º 3000K WT;169,84
A3600212NT;BLACK FOSTER SIX S DIM DALI 17º 4000K NT;169,84
A3600212WT;BLACK FOSTER SIX S DIM DALI 17º 4000K WT;169,84
A3600220NT;BLACK FOSTER SIX S DIM DALI 24º 2700K NT;169,84
A3600220WT;BLACK FOSTER SIX S DIM DALI 24º 2700K WT;169,84
A3600221NT;BLACK FOSTER SIX S DIM DALI 24º 3000K NT;169,84
A3600221WT;BLACK FOSTER SIX S DIM DALI 24º 3000K WT;169,84
A3600222NT;BLACK FOSTER SIX S DIM DALI 24º 4000K NT;169,84
A3600222WT;BLACK FOSTER SIX S DIM DALI 24º 4000K WT;169,84
A3600230NT;BLACK FOSTER SIX S DIM DALI 34º 2700K NT;169,84
A3600230WT;BLACK FOSTER SIX S DIM DALI 34º 2700K WT;169,84
A3600231NT;BLACK FOSTER SIX S DIM DALI 34º 3000K NT;169,84
A3600231WT;BLACK FOSTER SIX S DIM DALI 34º 3000K WT;169,84
A3600232NT;BLACK FOSTER SIX S DIM DALI 34º 4000K NT;169,84
A3600232WT;BLACK FOSTER SIX S DIM DALI 34º 4000K WT;169,84
A3620010NT;BLACK FOSTER PLUS MINI 2700K NT;154,21
A3620010WT;BLACK FOSTER PLUS MINI 2700K WT;154,21
A3620011NT;BLACK FOSTER PLUS MINI 3000K NT;154,21
A3620011WT;BLACK FOSTER PLUS MINI 3000K WT;154,21
A3620012NT;BLACK FOSTER PLUS MINI 4000K NT;154,21
A3620012WT;BLACK FOSTER PLUS MINI 4000K WT;154,21
A3620020NT;BLACK FOSTER PLUS MINI DIM DALI 2700K NT;196,06
A3620020WT;BLACK FOSTER PLUS MINI DIM DALI 2700K WT;196,06
A3620021NT;BLACK FOSTER PLUS MINI DIM DALI 3000K NT;196,06
A3620021WT;BLACK FOSTER PLUS MINI DIM DALI 3000K WT;196,06
A3620022NT;BLACK FOSTER PLUS MINI DIM DALI 4000K NT;196,06
A3620022WT;BLACK FOSTER PLUS MINI DIM DALI 4000K WT;196,06
A3630110NT;BLACK FOSTER FIT 35 19º 2700K NT;134,11
A3630110WT;BLACK FOSTER FIT 35 19º 2700K WT;134,11
A3630111NT;BLACK FOSTER FIT 35 19º 3000K NT;134,11
A3630111WT;BLACK FOSTER FIT 35 19º 3000K WT;134,11
A3630120NT;BLACK FOSTER FIT 35 29º 2700K NT;134,11
A3630120WT;BLACK FOSTER FIT 35 29º 2700K WT;134,11
A3630121NT;BLACK FOSTER FIT 35 29º 3000K NT;134,11
A3630121WT;BLACK FOSTER FIT 35 29º 3000K WT;134,11
A3630130NT;BLACK FOSTER FIT 35 38º 2700K NT;134,11
A3630130WT;BLACK FOSTER FIT 35 38º 2700K WT;134,11
A3630131NT;BLACK FOSTER FIT 35 38º 3000K NT;134,11
A3630131WT;BLACK FOSTER FIT 35 38º 3000K WT;134,11
A3630210NT;BLACK FOSTER FIT 35 DIM DALI 19º 2700K NT;177,84
A3630210WT;BLACK FOSTER FIT 35 DIM DALI 19º 2700K WT;177,84
A3630211NT;BLACK FOSTER FIT 35 DIM DALI 19º 3000K NT;177,84
A3630211WT;BLACK FOSTER FIT 35 DIM DALI 19º 3000K WT;177,84
A3630220NT;BLACK FOSTER FIT 35 DIM DALI 29º 2700K NT;177,84
A3630220WT;BLACK FOSTER FIT 35 DIM DALI 29º 2700K WT;177,84
A3630221NT;BLACK FOSTER FIT 35 DIM DALI 29º 3000K NT;177,84
A3630221WT;BLACK FOSTER FIT 35 DIM DALI 29º 3000K WT;177,84
A3630230NT;BLACK FOSTER FIT 35 DIM DALI 38º 2700K NT;177,84
A3630230WT;BLACK FOSTER FIT 35 DIM DALI 38º 2700K WT;177,84
A3630231NT;BLACK FOSTER FIT 35 DIM DALI 38º 3000K NT;177,84
A3630231WT;BLACK FOSTER FIT 35 DIM DALI 38º 3000K WT;177,84
A3030011W;BRIGHT LINE TRIMLESS 250mm 3000K W;79,62
A3030012W;BRIGHT LINE TRIMLESS 250mm 4000K W;79,62
A3030021W;BRIGHT LINE TRIMLESS 500mm 3000K W;119,6
A3030022W;BRIGHT LINE TRIMLESS 500mm 4000K W;119,6
A3030031W;BRIGHT LINE TRIMLESS 1000mm 3000K W;190,21
A3030032W;BRIGHT LINE TRIMLESS 1000mm 4000K W;190,21
A3030041W;BRIGHT LINE TRIMLESS 2000mm 3000K W;318,88
A3030042W;BRIGHT LINE TRIMLESS 2000mm 4000K W;318,88
A3030051W;BRIGHT LINE TRIMLESS 3000mm 3000K W;440,91
A3030052W;BRIGHT LINE TRIMLESS 3000mm 4000K W;440,91
A3030061W;BRIGHT LINE CORNER 90º TWO PLANES 3000K W;191,77
A3030062W;BRIGHT LINE CORNER 90º TWO PLANES 4000K W;191,77
A3030071W;BRIGHT LINE CORNER 90º ONE PLANE A POL 3000K W;212,16
A3030072W;BRIGHT LINE CORNER 90º ONE PLANE A POL 4000K W;212,16
A3030081W;BRIGHT LINE CORNER 90º ONE PLANE B POL 3000K W;212,16
A3030082W;BRIGHT LINE CORNER 90º ONE PLANE B POL 4000K W;212,16
A3040011W;BRIGHT LINE HO TRIMLESS 250mm 3000K W;79,62
A3040012W;BRIGHT LINE HO TRIMLESS 250mm 4000K W;79,62
A3040021W;BRIGHT LINE HO TRIMLESS 500mm 3000K W;119,6
A3040022W;BRIGHT LINE HO TRIMLESS 500mm 4000K W;119,6
A3040031W;BRIGHT LINE HO TRIMLESS 1000mm 3000K W;190,21
A3040032W;BRIGHT LINE HO TRIMLESS 1000mm 4000K W;190,21
A3040041W;BRIGHT LINE HO TRIMLESS 2000mm 3000K W;318,88
A3040042W;BRIGHT LINE HO TRIMLESS 2000mm 4000K W;318,88
A3040051W;BRIGHT LINE HO TRIMLESS 3000mm 3000K W;440,91
A3040052W;BRIGHT LINE HO TRIMLESS 3000mm 4000K W;440,91
A3040061W;BRIGHT LINE HO CORNER 90º TWO PLANES 3000K W;191,77
A3040062W;BRIGHT LINE HO CORNER 90º TWO PLANES 4000K W;191,77
A3040071W;BRIGHT LINE HO CORNER 90º ONE PLANE A POL 3000K W;212,16
A3040072W;BRIGHT LINE HO CORNER 90º ONE PLANE A POL 4000K W;212,16
A3040081W;BRIGHT LINE HO CORNER 90º ONE PLANE B POL 3000K W;212,16
A3040082W;BRIGHT LINE HO CORNER 90º ONE PLANE B POL 4000K W;212,16
A2891111W;FIFTY TRIMLESS CUSTOM 90 3000K W;297,87
A2891112W;FIFTY TRIMLESS CUSTOM 90 4000K W;297,87
A2891121W;FIFTY TRIMLESS CUSTOM 90 DIM DALI/PUSH 3000K W;340,7
A2891122W;FIFTY TRIMLESS CUSTOM 90 DIM DALI/PUSH 4000K W;340,7
A2891211W;FIFTY TRIMLESS CUSTOM 120 3000K W;358,99
A2891212W;FIFTY TRIMLESS CUSTOM 120 4000K W;358,99
A2891221W;FIFTY TRIMLESS CUSTOM 120 DIM DALI/PUSH 3000K W;400,86
A2891222W;FIFTY TRIMLESS CUSTOM 120 DIM DALI/PUSH 4000K W;400,86
A2891311W;FIFTY TRIMLESS CUSTOM 150 3000K W;425,12
A2891312W;FIFTY TRIMLESS CUSTOM 150 4000K W;425,12
A2891321W;FIFTY TRIMLESS CUSTOM 150 DIM DALI/PUSH 3000K W;466,19
A2891322W;FIFTY TRIMLESS CUSTOM 150 DIM DALI/PUSH 4000K W;466,19
A2891411W;FIFTY TRIMLESS CUSTOM 300 3000K W;790,14
A2891412W;FIFTY TRIMLESS CUSTOM 300 4000K W;790,19
A2891421W;FIFTY TRIMLESS CUSTOM 300 DIM DALI/PUSH 3000K W;873,53
A2891422W;FIFTY TRIMLESS CUSTOM 300 DIM DALI/PUSH 4000K W;873,53
A2991111W;FIFTY HO TRIMLESS CUSTOM 90 3000K W;304,86
A2991112W;FIFTY HO TRIMLESS CUSTOM 90 4000K W;304,86
A2991121W;FIFTY HO TRIMLESS CUSTOM 90 DIM DALI/PUSH 3000K W;352,14
A2991122W;FIFTY HO TRIMLESS CUSTOM 90 DIM DALI/PUSH 4000K W;352,14
A2991211W;FIFTY HO TRIMLESS CUSTOM 120 3000K W;368,16
A2991212W;FIFTY HO TRIMLESS CUSTOM 120 4000K W;368,16
A2991221W;FIFTY HO TRIMLESS CUSTOM 120 DIM DALI/PUSH 3000K W;414,07
A2991222W;FIFTY HO TRIMLESS CUSTOM 120 DIM DALI/PUSH 4000K W;414,07
A2991311W;FIFTY HO TRIMLESS CUSTOM 150 3000K W;435,79
A2991312W;FIFTY HO TRIMLESS CUSTOM 150 4000K W;435,79
A2991321W;FIFTY HO TRIMLESS CUSTOM 150 DIM DALI/PUSH 3000K W;481,13
A2991322W;FIFTY HO TRIMLESS CUSTOM 150 DIM DALI/PUSH 4000K W;481,43
A2991411W;FIFTY HO TRIMLESS CUSTOM 300 3000K W;811,58
A2991412W;FIFTY HO TRIMLESS CUSTOM 300 4000K W;811,58
A2991421W;FIFTY HO TRIMLESS CUSTOM 300 DIM DALI/PUSH 3000K W;903,5
A2991422W;FIFTY HO TRIMLESS CUSTOM 300 DIM DALI/PUSH 4000K W;903,5
A2311111NT;FIFTY RECESSED CUSTOM 90 3000K NT;363,84
A2311111WT;FIFTY RECESSED CUSTOM 90 3000K WT;363,84
A2311112NT;FIFTY RECESSED CUSTOM 90 4000K NT;363,84
A2311112WT;FIFTY RECESSED CUSTOM 90 4000K WT;363,84
A2311121NT;FIFTY RECESSED CUSTOM 90 DIM DALI/PUSH 3000K NT;405,3
A2311121WT;FIFTY RECESSED CUSTOM 90 DIM DALI/PUSH 3000K WT;405,3
A2311122NT;FIFTY RECESSED CUSTOM 90 DIM DALI/PUSH 4000K NT;405,3
A2311122WT;FIFTY RECESSED CUSTOM 90 DIM DALI/PUSH 4000K WT;405,3
A2311211NT;FIFTY RECESSED CUSTOM 120 3000K NT;446,03
A2311211WT;FIFTY RECESSED CUSTOM 120 3000K WT;446,03
A2311212NT;FIFTY RECESSED CUSTOM 120 4000K NT;446,03
A2311212WT;FIFTY RECESSED CUSTOM 120 4000K WT;446,03
A2311221NT;FIFTY RECESSED CUSTOM 120 DIM DALI/PUSH 3000K NT;473,61
A2311221WT;FIFTY RECESSED CUSTOM 120 DIM DALI/PUSH 3000K WT;473,61
A2311222NT;FIFTY RECESSED CUSTOM 120 DIM DALI/PUSH 4000K NT;473,61
A2311222WT;FIFTY RECESSED CUSTOM 120 DIM DALI/PUSH 4000K WT;473,61
A2311311NT;FIFTY RECESSED CUSTOM 150 3000K NT;512,16
A2311311WT;FIFTY RECESSED CUSTOM 150 3000K WT;512,16
A2311312NT;FIFTY RECESSED CUSTOM 150 4000K NT;512,16
A2311312WT;FIFTY RECESSED CUSTOM 150 4000K WT;512,16
A2311321NT;FIFTY RECESSED CUSTOM 150 DIM DALI/PUSH 3000K NT;551,42
A2311321WT;FIFTY RECESSED CUSTOM 150 DIM DALI/PUSH 3000K WT;551,42
A2311322NT;FIFTY RECESSED CUSTOM 150 DIM DALI/PUSH 4000K NT;551,42
A2311322WT;FIFTY RECESSED CUSTOM 150 DIM DALI/PUSH 4000K WT;551,42
A2311411NT;FIFTY RECESSED CUSTOM 300 3000K NT;1026,99
A2311411WT;FIFTY RECESSED CUSTOM 300 3000K WT;1026,99
A2311412NT;FIFTY RECESSED CUSTOM 300 4000K NT;1026,99
A2311412WT;FIFTY RECESSED CUSTOM 300 4000K WT;1026,99
A2311421NT;FIFTY RECESSED CUSTOM 300 DIM DALI/PUSH 3000K NT;1105,5
A2311421WT;FIFTY RECESSED CUSTOM 300 DIM DALI/PUSH 3000K WT;1105,5
A2311422NT;FIFTY RECESSED CUSTOM 300 DIM DALI/PUSH 4000K NT;1105,5
A2311422WT;FIFTY RECESSED CUSTOM 300 DIM DALI/PUSH 4000K WT;1105,5
A2911111NT;FIFTY HO RECESSED CUSTOM 90 3000K NT;370,83
A2911111WT;FIFTY HO RECESSED CUSTOM 90 3000K WT;370,83
A2911112NT;FIFTY HO RECESSED CUSTOM 90 4000K NT;370,83
A2911112WT;FIFTY HO RECESSED CUSTOM 90 4000K WT;370,83
A2911121NT;FIFTY HO RECESSED CUSTOM 90 DIM DALI/PUSH 3000K N;416,74
A2911121WT;FIFTY HO RECESSED CUSTOM 90 DIM DALI/PUSH 3000K W;416,74
A2911122NT;FIFTY HO RECESSED CUSTOM 90 DIM DALI/PUSH 4000K N;416,74
A2911122WT;FIFTY HO RECESSED CUSTOM 90 DIM DALI/PUSH 4000K W;416,74
A2911211NT;FIFTY HO RECESSED CUSTOM 120 3000K NT;442,46
A2911211WT;FIFTY HO RECESSED CUSTOM 120 3000K WT;442,46
A2911212NT;FIFTY HO RECESSED CUSTOM 120 4000K NT;442,46
A2911212WT;FIFTY HO RECESSED CUSTOM 120 4000K WT;442,46
A2911221NT;FIFTY HO RECESSED CUSTOM 120 DIM DALI/PUSH 3000K NT;486,82
A2911221WT;FIFTY HO RECESSED CUSTOM 120 DIM DALI/PUSH 3000K WT;486,82
A2911222NT;FIFTY HO RECESSED CUSTOM 120 DIM DALI/PUSH 4000K NT;486,82
A2911222WT;FIFTY HO RECESSED CUSTOM 120 DIM DALI/PUSH 4000K WT;486,82
A2911311NT;FIFTY HO RECESSED CUSTOM 150 3000K NT;522,88
A2911311WT;FIFTY HO RECESSED CUSTOM 150 3000K WT;522,88
A2911312NT;FIFTY HO RECESSED CUSTOM 150 4000K NT;522,88
A2911312WT;FIFTY HO RECESSED CUSTOM 150 4000K WT;522,88
A2911321NT;FIFTY HO RECESSED CUSTOM 150 DIM DALI/PUSH 3000K NT;566,35
A2911321WT;FIFTY HO RECESSED CUSTOM 150 DIM DALI/PUSH 3000K WT;566,35
A2911322NT;FIFTY HO RECESSED CUSTOM 150 DIM DALI/PUSH 4000K NT;566,35
A2911322WT;FIFTY HO RECESSED CUSTOM 150 DIM DALI/PUSH 4000K WT;566,35
A2911411NT;FIFTY HO RECESSED CUSTOM 300 3000K NT;1048,43
A2911411WT;FIFTY HO RECESSED CUSTOM 300 3000K WT;1048,43
A2911412NT;FIFTY HO RECESSED CUSTOM 300 4000K NT;1048,43
A2911412WT;FIFTY HO RECESSED CUSTOM 300 4000K WT;1048,43
A2911421NT;FIFTY HO RECESSED CUSTOM 300 DIM DALI/PUSH 3000K NT;1135,26
A2911421WT;FIFTY HO RECESSED CUSTOM 300 DIM DALI/PUSH 3000K WT;1135,26
A2911422NT;FIFTY HO RECESSED CUSTOM 300 DIM DALI/PUSH 4000K NT;1135,26
A2911422WT;FIFTY HO RECESSED CUSTOM 300 DIM DALI/PUSH 4000K WT;1135,26
A2321111NT;FIFTY SURFACE CUSTOM 90 3000K NT;336,54
A2321111WT;FIFTY SURFACE CUSTOM 90 3000K WT;336,54
A2321112NT;FIFTY SURFACE CUSTOM 90 4000K NT;336,54
A2321112WT;FIFTY SURFACE CUSTOM 90 4000K WT;336,54
A2321121NT;FIFTY SURFACE CUSTOM 90 DIM DALI/PUSH 3000K NT;378,51
A2321121WT;FIFTY SURFACE CUSTOM 90 DIM DALI/PUSH 3000K WT;378,51
A2321122NT;FIFTY SURFACE CUSTOM 90 DIM DALI/PUSH 4000K NT;378,51
A2321122WT;FIFTY SURFACE CUSTOM 90 DIM DALI/PUSH 4000K WT;378,51
A2321211NT;FIFTY SURFACE CUSTOM 120 3000K NT;405,12
A2321211WT;FIFTY SURFACE CUSTOM 120 3000K WT;405,12
A2321212NT;FIFTY SURFACE CUSTOM 120 4000K NT;405,12
A2321212WT;FIFTY SURFACE CUSTOM 120 4000K WT;405,12
A2321221NT;FIFTY SURFACE CUSTOM 120 DIM DALI/PUSH 3000K NT;446,09
A2321221WT;FIFTY SURFACE CUSTOM 120 DIM DALI/PUSH 3000K WT;446,09
A2321222NT;FIFTY SURFACE CUSTOM 120 DIM DALI/PUSH 4000K NT;446,09
A2321222WT;FIFTY SURFACE CUSTOM 120 DIM DALI/PUSH 4000K WT;446,09
A2321311NT;FIFTY SURFACE CUSTOM 150 3000K NT;477,82
A2321311WT;FIFTY SURFACE CUSTOM 150 3000K WT;477,82
A2321312NT;FIFTY SURFACE CUSTOM 150 4000K NT;477,82
A2321312WT;FIFTY SURFACE CUSTOM 150 4000K WT;477,82
A2321321NT;FIFTY SURFACE CUSTOM 150 DIM DALI/PUSH 3000K NT;517,79
A2321321WT;FIFTY SURFACE CUSTOM 150 DIM DALI/PUSH 3000K WT;517,79
A2321322NT;FIFTY SURFACE CUSTOM 150 DIM DALI/PUSH 4000K NT;517,79
A2321322WT;FIFTY SURFACE CUSTOM 150 DIM DALI/PUSH 4000K WT;517,79
A2321411NT;FIFTY SURFACE CUSTOM 300 3000K NT;963,04
A2321411WT;FIFTY SURFACE CUSTOM 300 3000K WT;963,04
A2321412NT;FIFTY SURFACE CUSTOM 300 4000K NT;963,04
A2321412WT;FIFTY SURFACE CUSTOM 300 4000K WT;963,04
A2321421NT;FIFTY SURFACE CUSTOM 300 DIM DALI/PUSH 3000K NT;1042,83
A2321421WT;FIFTY SURFACE CUSTOM 300 DIM DALI/PUSH 3000K WT;1042,83
A2321422NT;FIFTY SURFACE CUSTOM 300 DIM DALI/PUSH 4000K NT;1042,83
A2321422WT;FIFTY SURFACE CUSTOM 300 DIM DALI/PUSH 4000K WT;1042,83
A2921111NT;FIFTY HO SURFACE CUSTOM 90 3000K NT;343,52
A2921111WT;FIFTY HO SURFACE CUSTOM 90 3000K WT;343,52
A2921112NT;FIFTY HO SURFACE CUSTOM 90 4000K NT;343,52
A2921112WT;FIFTY HO SURFACE CUSTOM 90 4000K WT;343,52
A2921121NT;FIFTY HO SURFACE CUSTOM 90 DIM DALI/PUSH 3000K NT;390
A2921121WT;FIFTY HO SURFACE CUSTOM 90 DIM DALI/PUSH 3000K WT;390
A2921122NT;FIFTY HO SURFACE CUSTOM 90 DIM DALI/PUSH 4000K NT;390
A2921122WT;FIFTY HO SURFACE CUSTOM 90 DIM DALI/PUSH 4000K WT;390
A2921211NT;FIFTY HO SURFACE CUSTOM 120 3000K NT;414,3
A2921211WT;FIFTY HO SURFACE CUSTOM 120 3000K WT;414,3
A2921212NT;FIFTY HO SURFACE CUSTOM 120 4000K NT;414,3
A2921212WT;FIFTY HO SURFACE CUSTOM 120 4000K WT;414,3
A2921221NT;FIFTY HO SURFACE CUSTOM 120 DIM DALI/PUSH 3000K N;459,25
A2921221WT;FIFTY HO SURFACE CUSTOM 120 DIM DALI/PUSH 3000K W;459,25
A2921222NT;FIFTY HO SURFACE CUSTOM 120 DIM DALI/PUSH 4000K N;459,25
A2921222WT;FIFTY HO SURFACE CUSTOM 120 DIM DALI/PUSH 4000K W;459,25
A2921311NT;FIFTY HO SURFACE CUSTOM 150 3000K NT;488,48
A2921311WT;FIFTY HO SURFACE CUSTOM 150 3000K WT;488,48
A2921312NT;FIFTY HO SURFACE CUSTOM 150 4000K NT;488,48
A2921312WT;FIFTY HO SURFACE CUSTOM 150 4000K WT;488,48
A2921321NT;FIFTY HO SURFACE CUSTOM 150 DIM DALI/PUSH 3000K N;532,72
A2921321WT;FIFTY HO SURFACE CUSTOM 150 DIM DALI/PUSH 3000K W;532,72
A2921322NT;FIFTY HO SURFACE CUSTOM 150 DIM DALI/PUSH 4000K N;532,72
A2921322WT;FIFTY HO SURFACE CUSTOM 150 DIM DALI/PUSH 4000K W;532,72
A2921411NT;FIFTY HO SURFACE CUSTOM 300 3000K NT;984,43
A2921411WT;FIFTY HO SURFACE CUSTOM 300 3000K WT;984,43
A2921412NT;FIFTY HO SURFACE CUSTOM 300 4000K NT;984,43
A2921412WT;FIFTY HO SURFACE CUSTOM 300 4000K WT;984,43
A2921421NT;FIFTY HO SURFACE CUSTOM 300 DIM DALI/PUSH 3000K N;1072,81
A2921421WT;FIFTY HO SURFACE CUSTOM 300 DIM DALI/PUSH 3000K W;1072,81
A2921422NT;FIFTY HO SURFACE CUSTOM 300 DIM DALI/PUSH 4000K N;1072,81
A2921422WT;FIFTY HO SURFACE CUSTOM 300 DIM DALI/PUSH 4000K W;1072,81
A2331111NT;FIFTY SUSP CUSTOM 90 3000K NT;344,75
A2331111WT;FIFTY SUSP CUSTOM 90 3000K WT;344,75
A2331112NT;FIFTY SUSP CUSTOM 90 4000K NT;344,75
A2331112WT;FIFTY SUSP CUSTOM 90 4000K WT;344,75
A2331121NT;FIFTY SUSP CUSTOM 90 DIM DALI/PUSH 3000K NT;386,61
A2331121WT;FIFTY SUSP CUSTOM 90 DIM DALI/PUSH 3000K WT;386,61
A2331122NT;FIFTY SUSP CUSTOM 90 DIM DALI/PUSH 4000K NT;386,61
A2331122WT;FIFTY SUSP CUSTOM 90 DIM DALI/PUSH 4000K WT;386,61
A2331211NT;FIFTY SUSP CUSTOM 120 3000K NT;414,83
A2331211WT;FIFTY SUSP CUSTOM 120 3000K WT;414,83
A2331212NT;FIFTY SUSP CUSTOM 120 4000K NT;414,83
A2331212WT;FIFTY SUSP CUSTOM 120 4000K WT;414,83
A2331221NT;FIFTY SUSP CUSTOM 120 DIM DALI/PUSH 3000K NT;455,07
A2331221WT;FIFTY SUSP CUSTOM 120 DIM DALI/PUSH 3000K WT;455,07
A2331222NT;FIFTY SUSP CUSTOM 120 DIM DALI/PUSH 4000K NT;455,07
A2331222WT;FIFTY SUSP CUSTOM 120 DIM DALI/PUSH 4000K WT;455,07
A2331311NT;FIFTY SUSP CUSTOM 150 3000K NT;487,9
A2331311WT;FIFTY SUSP CUSTOM 150 3000K WT;487,9
A2331312NT;FIFTY SUSP CUSTOM 150 4000K NT;487,9
A2331312WT;FIFTY SUSP CUSTOM 150 4000K WT;487,9
A2331321NT;FIFTY SUSP CUSTOM 150 DIM DALI/PUSH 3000K NT;527,66
A2331321WT;FIFTY SUSP CUSTOM 150 DIM DALI/PUSH 3000K WT;527,66
A2331322NT;FIFTY SUSP CUSTOM 150 DIM DALI/PUSH 4000K NT;527,66
A2331322WT;FIFTY SUSP CUSTOM 150 DIM DALI/PUSH 4000K WT;527,66
A2331411NT;FIFTY SUSP CUSTOM 300 3000K NT;977,82
A2331411WT;FIFTY SUSP CUSTOM 300 3000K WT;977,82
A2331412NT;FIFTY SUSP CUSTOM 300 4000K NT;977,82
A2331412WT;FIFTY SUSP CUSTOM 300 4000K WT;977,82
A2331421NT;FIFTY SUSP CUSTOM 300 DIM DALI/PUSH 3000K NT;1057,35
A2331421WT;FIFTY SUSP CUSTOM 300 DIM DALI/PUSH 3000K WT;1057,35
A2331422NT;FIFTY SUSP CUSTOM 300 DIM DALI/PUSH 4000K NT;1057,35
A2331422WT;FIFTY SUSP CUSTOM 300 DIM DALI/PUSH 4000K WT;1057,35
A2931111NT;FIFTY HO SUSP CUSTOM 90 3000K NT;351,74
A2931111WT;FIFTY HO SUSP CUSTOM 90 3000K WT;351,74
A2931112NT;FIFTY HO SUSP CUSTOM 90 4000K NT;351,74
A2931112WT;FIFTY HO SUSP CUSTOM 90 4000K WT;351,74
A2931121NT;FIFTY HO SUSP CUSTOM 90 DIM DALI/PUSH 3000K NT;398,04
A2931121WT;FIFTY HO SUSP CUSTOM 90 DIM DALI/PUSH 3000K WT;398,04
A2931122NT;FIFTY HO SUSP CUSTOM 90 DIM DALI/PUSH 4000K NT;398,04
A2931122WT;FIFTY HO SUSP CUSTOM 90 DIM DALI/PUSH 4000K WT;398,04
A2931211NT;FIFTY HO SUSP CUSTOM 120 3000K NT;423,47
A2931211WT;FIFTY HO SUSP CUSTOM 120 3000K WT;423,47
A2931212NT;FIFTY HO SUSP CUSTOM 120 4000K NT;423,47
A2931212WT;FIFTY HO SUSP CUSTOM 120 4000K WT;423,47
A2931221NT;FIFTY HO SUSP CUSTOM 120 DIM DALI/PUSH 3000K NT;468,28
A2931221WT;FIFTY HO SUSP CUSTOM 120 DIM DALI/PUSH 3000K WT;468,28
A2931222NT;FIFTY HO SUSP CUSTOM 120 DIM DALI/PUSH 4000K NT;468,28
A2931222WT;FIFTY HO SUSP CUSTOM 120 DIM DALI/PUSH 4000K WT;468,28
A2931311NT;FIFTY HO SUSP CUSTOM 150 3000K NT;498,62
A2931311WT;FIFTY HO SUSP CUSTOM 150 3000K WT;498,62
A2931312NT;FIFTY HO SUSP CUSTOM 150 4000K NT;498,62
A2931312WT;FIFTY HO SUSP CUSTOM 150 4000K WT;498,62
A2931321NT;FIFTY HO SUSP CUSTOM 150 DIM DALI/PUSH 3000K NT;542,65
A2931321WT;FIFTY HO SUSP CUSTOM 150 DIM DALI/PUSH 3000K WT;542,65
A2931322NT;FIFTY HO SUSP CUSTOM 150 DIM DALI/PUSH 4000K NT;542,65
A2931322WT;FIFTY HO SUSP CUSTOM 150 DIM DALI/PUSH 4000K WT;542,65
A2931411NT;FIFTY HO SUSP CUSTOM 300 3000K NT;999,26
A2931411WT;FIFTY HO SUSP CUSTOM 300 3000K WT;999,26
A2931412NT;FIFTY HO SUSP CUSTOM 300 4000K NT;999,26
A2931412WT;FIFTY HO SUSP CUSTOM 300 4000K WT;999,26
A2931421NT;FIFTY HO SUSP CUSTOM 300 DIM DALI/PUSH 3000K NT;1087,27
A2931421WT;FIFTY HO SUSP CUSTOM 300 DIM DALI/PUSH 3000K WT;1087,27
A2931422NT;FIFTY HO SUSP CUSTOM 300 DIM DALI/PUSH 4000K NT;1087,27
A2931422WT;FIFTY HO SUSP CUSTOM 300 DIM DALI/PUSH 4000K WT;1087,27
A2341111NT;FIFTY WALL CUSTOM 90 3000K NT;339,68
A2341111WT;FIFTY WALL CUSTOM 90 3000K WT;339,68
A2341112NT;FIFTY WALL CUSTOM 90 4000K NT;339,68
A2341112WT;FIFTY WALL CUSTOM 90 4000K WT;339,68
A2341121NT;FIFTY WALL CUSTOM 90 DIM DALI/PUSH 3000K NT;381,64
A2341121WT;FIFTY WALL CUSTOM 90 DIM DALI/PUSH 3000K WT;381,64
A2341122NT;FIFTY WALL CUSTOM 90 DIM DALI/PUSH 4000K NT;381,64
A2341122WT;FIFTY WALL CUSTOM 90 DIM DALI/PUSH 4000K WT;381,64
